Date,Open,High,Low,Close,Adj Close,Volume
2017-01-20,59.65999984741211,59.91299819946289,59.358001708984375,59.65999984741211,59.65999984741211,0
2017-01-23,59.78850173950195,59.78850173950195,59.28150177001953,59.799800872802734,59.799800872802734,0
2017-01-24,59.510101318359375,59.510101318359375,58.946998596191406,59.510101318359375,59.510101318359375,0
2017-01-25,59.139801025390625,59.416900634765625,58.8390007019043,59.139801025390625,59.139801025390625,0
2017-01-26,59.56679916381836,60.58000183105469,59.19200134277344,59.56679916381836,59.56679916381836,0
2017-01-27,60.27920150756836,60.460601806640625,59.54389953613281,60.279300689697266,60.279300689697266,0
2017-01-30,59.77750015258789,60.20600128173828,59.67399978637695,59.77750015258789,59.77750015258789,0
2017-01-31,59.718299865722656,60.176998138427734,59.718299865722656,59.718299865722656,59.718299865722656,0
2017-02-01,60.14680099487305,60.314998626708984,60.034000396728516,60.15549850463867,60.15549850463867,0
2017-02-02,60.10100173950195,60.11130142211914,59.37900161743164,60.091400146484375,60.091400146484375,0
2017-02-03,59.375999450683594,59.56999969482422,58.74300003051758,59.3661994934082,59.3661994934082,0
2017-02-06,58.91320037841797,59.0609016418457,58.415000915527344,58.94609832763672,58.94609832763672,0
2017-02-07,58.89899826049805,59.46229934692383,58.78200149536133,58.90010070800781,58.90010070800781,0
2017-02-08,59.37590026855469,59.55099868774414,59.141300201416016,59.44260025024414,59.44260025024414,0
2017-02-09,59.11289978027344,59.20209884643555,58.67599868774414,59.173099517822266,59.173099517822266,0
2017-02-10,58.917999267578125,58.98099899291992,58.40549850463867,58.96120071411133,58.96120071411133,0
2017-02-13,58.2223014831543,58.39440155029297,57.76100158691406,58.2223014831543,58.2223014831543,0
2017-02-14,57.92570114135742,58.12540054321289,57.18299865722656,57.92559814453125,57.92559814453125,0
2017-02-15,57.040000915527344,57.86000061035156,56.52870178222656,57.03969955444336,57.03969955444336,0
2017-02-16,57.32339859008789,57.63199996948242,56.797000885009766,57.330501556396484,57.330501556396484,0
2017-02-17,57.429500579833984,58.31529998779297,57.2239990234375,57.56650161743164,57.56650161743164,0
2017-02-20,58.31700134277344,58.317100524902344,57.78900146484375,58.31700134277344,58.31700134277344,0
2017-02-21,57.93920135498047,58.025001525878906,57.510398864746094,57.910701751708984,57.910701751708984,0
2017-02-22,57.39569854736328,58.127201080322266,57.06100082397461,57.39419937133789,57.39419937133789,0
2017-02-23,57.96760177612305,58.07699966430664,57.55500030517578,57.919498443603516,57.919498443603516,0
2017-02-24,57.74599838256836,58.54600143432617,57.5359992980957,57.73429870605469,57.73429870605469,0
2017-02-27,58.36399841308594,58.37540054321289,57.584999084472656,58.36309814453125,58.36309814453125,0
2017-02-28,58.18709945678711,58.40999984741211,57.66299819946289,58.18349838256836,58.18349838256836,0
2017-03-01,58.350799560546875,58.564998626708984,57.97800064086914,58.35210037231445,58.35210037231445,0
2017-03-02,58.236000061035156,58.797000885009766,58.09299850463867,58.23630142211914,58.23630142211914,0
2017-03-03,58.7224006652832,58.983001708984375,58.35240173339844,58.71979904174805,58.71979904174805,0
2017-03-06,58.1870002746582,58.40999984741211,57.92639923095703,58.1870002746582,58.1870002746582,0
2017-03-07,58.2333984375,58.31880187988281,57.8849983215332,58.233299255371094,58.233299255371094,0
2017-03-08,58.13719940185547,58.54600143432617,57.887001037597656,58.13650131225586,58.13650131225586,0
2017-03-09,58.86349868774414,59.43600082397461,58.472999572753906,58.872501373291016,58.872501373291016,0
2017-03-10,59.256900787353516,59.26499938964844,58.70100021362305,59.256900787353516,59.256900787353516,0
2017-03-13,59.068199157714844,59.24729919433594,58.85599899291992,59.068199157714844,59.068199157714844,0
2017-03-14,58.76530075073242,59.58300018310547,58.56399917602539,58.77439880371094,58.77439880371094,0
2017-03-15,59.185001373291016,59.2401008605957,58.845001220703125,59.18600082397461,59.18600082397461,0
2017-03-16,58.38100051879883,58.510501861572266,57.62099838256836,58.38079833984375,58.38079833984375,0
2017-03-17,57.770198822021484,58.035099029541016,57.53799819946289,57.770198822021484,57.770198822021484,0
2017-03-20,57.39440155029297,57.60540008544922,56.96900177001953,57.15409851074219,57.15409851074219,0
2017-03-21,57.315101623535156,57.56209945678711,56.9109992980957,57.3036003112793,57.3036003112793,0
2017-03-22,57.6156005859375,58.19900131225586,57.43000030517578,57.59049987792969,57.59049987792969,0
2017-03-23,57.72629928588867,57.732398986816406,57.34000015258789,57.732398986816406,57.732398986816406,0
2017-03-24,57.35449981689453,57.47600173950195,56.939998626708984,57.35449981689453,57.35449981689453,0
2017-03-27,56.96879959106445,57.17879867553711,56.724998474121094,56.96860122680664,56.96860122680664,0
2017-03-28,56.857200622558594,57.15399932861328,56.54999923706055,56.87839889526367,56.87839889526367,0
2017-03-29,56.96929931640625,57.11899948120117,56.58290100097656,56.967899322509766,56.967899322509766,0
2017-03-30,56.625,56.714500427246094,55.900699615478516,56.65129852294922,56.65129852294922,0
2017-03-31,56.06169891357422,56.502498626708984,55.858001708984375,55.98429870605469,55.98429870605469,0
2017-04-03,56.228599548339844,56.43450164794922,55.92879867553711,56.23460006713867,56.23460006713867,0
2017-04-04,56.084800720214844,56.68000030517578,56.01599884033203,56.084800720214844,56.084800720214844,0
2017-04-05,56.0281982421875,56.21799850463867,55.71900177001953,55.949798583984375,55.949798583984375,0
2017-04-06,56.41429901123047,56.55799865722656,56.14699935913086,56.41429901123047,56.41429901123047,0
2017-04-07,56.344600677490234,57.17290115356445,56.32889938354492,56.39849853515625,56.39849853515625,0
2017-04-10,57.375999450683594,57.53150177001953,57.07500076293945,57.375999450683594,57.375999450683594,0
2017-04-11,57.10449981689453,57.19350051879883,56.81079864501953,57.10449981689453,57.10449981689453,0
2017-04-12,57.028099060058594,57.1150016784668,56.59000015258789,57.028099060058594,57.028099060058594,0
2017-04-13,56.63100051879883,56.71480178833008,56.169498443603516,56.62160110473633,56.62160110473633,0
2017-04-14,56.2588996887207,56.35369873046875,55.94300079345703,56.2588996887207,56.2588996887207,0
2017-04-17,56.255401611328125,56.301700592041016,55.86750030517578,56.30289840698242,56.30289840698242,0
2017-04-18,55.868099212646484,56.19810104370117,55.72100067138672,55.88240051269531,55.88240051269531,0
2017-04-19,56.19900131225586,56.532501220703125,55.87300109863281,56.19649887084961,56.19649887084961,0
2017-04-20,56.58300018310547,56.58399963378906,56.14250183105469,56.567901611328125,56.567901611328125,0
2017-04-21,56.10940170288086,56.5443000793457,55.90999984741211,56.10940170288086,56.10940170288086,0
2017-04-24,56.42649841308594,56.42660140991211,55.51499938964844,56.42649841308594,56.42649841308594,0
2017-04-25,55.77989959716797,56.2140007019043,55.55799865722656,55.77989959716797,55.77989959716797,0
2017-04-26,56.060001373291016,57.126399993896484,55.85599899291992,56.060001373291016,56.060001373291016,0
2017-04-27,57.09700012207031,57.24810028076172,56.525001525878906,57.09700012207031,57.09700012207031,0
2017-04-28,56.97200012207031,57.127201080322266,56.61069869995117,56.97200012207031,56.97200012207031,0
2017-05-01,56.91239929199219,56.97600173950195,56.39400100708008,56.93199920654297,56.93199920654297,0
2017-05-02,56.97380065917969,57.06800079345703,56.6349983215332,56.97380065917969,56.97380065917969,0
2017-05-03,57.0546989440918,57.301998138427734,56.69499969482422,57.0546989440918,57.0546989440918,0
2017-05-04,57.32709884643555,58.26100158691406,57.053001403808594,57.325401306152344,57.325401306152344,0
