Latitude,Longitude,Description,Label,Rooms,Year,Price,District,Date,USD_Price
55.79973,37.823493,"2018-02-21: 4034000 | 4034000
2017-11-08: 4353000 | Не продано
2017-09-13: 4353000 | Не продано
г.москва,16-япарковаяул.,д.19,кор.3,1ком., пл. 34.4, кв. 50","4.034.000, 2018, 3",1,2018,4034000,ВАО,2018-02-21,71552.47883056242
55.790681000000006,37.823915,"2017-01-21: 4820000 | 4820000
г.москва,16-япарковаяул.,д.2,2ком., пл. 43.2, кв. 57","4.820.000, 2017, 1",2,2017,4820000,ВАО,2017-01-21,80791.15005577859
55.728327,37.520752,"2019-01-23: 5797000 | 6608580
г.москва,2-ймосфильмовскийпер.,д.21,1ком., пл. 27.7, кв. 110","6.608.580, 2019, 1",1,2019,6608580,ЗАО,2019-01-23,99582.44775139286
55.779692,37.668704,"2018-12-26: 12050000 | 12050000
г.москва,2-йновыйпер.,д.4,2ком., пл. 55.2, кв. 33","12.050.000, 2018, 1",2,2018,12050000,ЦАО,2018-12-26,175626.52569257116
55.712558,37.741172,"2017-05-17: 7149000 | 7149000
2017-03-17: 7149000 | Не продано
2017-01-21: 7149000 | Не продано
г.москва,2-йсаратовскийпр.,д.5,3ком., пл. 57.2, кв. 20","7.149.000, 2017, 3",3,2017,7149000,ЮВАО,2017-05-17,126901.79644221882
55.795393,37.575432,"2017-12-20: 4939000 | 4939000
г.москва,2-яквесисскаяул.,д.18,1ком., пл. 30.8, кв. 72","4.939.000, 2017, 1",1,2017,4939000,САО,2017-12-20,84237.13412048742
55.790934,37.724975,"2017-08-09: 5150000 | 5150000
г.москва,2-япугачевскаяул.,д.14,кор.4,2ком., пл. 38.7, кв. 39","5.150.000, 2017, 1",2,2017,5150000,ВАО,2017-08-09,85897.32773376365
55.790934,37.724975,"2017-04-20: 5670000 | 5670000
2017-03-03: 5670000 | Не продано
г.москва,2-япугачевскаяул.,д.14,кор.4,2ком., пл. 39.5, кв. 39","5.670.000, 2017, 2",2,2017,5670000,ВАО,2017-04-20,100891.47258144405
55.793207,37.723529,"2019-04-24: 7322000 | 7322000
2019-02-20: 7322000 | Не продано
г.москва,2-япугачевскаяул.,д.8,кор.5,2ком., пл. 44.4, кв. 114","7.322.000, 2019, 2",2,2019,7322000,ВАО,2019-04-24,114792.4215957441
55.72469200000001,37.581766,"2019-10-30: 10844000 | 10952440
г.москва,2-яфрунзенскаяул.,д.10,кор.2,1ком., пл. 34.9, кв. 77","10.952.440, 2019, 1",1,2019,10952440,ЦАО,2019-10-30,171920.28799043273
55.810835,37.52669,"2017-03-03: 4173000 | 4632030
г.москва,3-йбалтийскийпер.,д.4,кор.3,1ком., пл. 29.3, кв. 22","4.632.030, 2017, 1",1,2017,4632030,САО,2017-03-03,79538.94489912302
55.8169,37.694639,"2019-09-25: 6208000 | 7077120
г.москва,3-ябогатырскаяул.,дом3,1ком., пл. 38.4, кв. 18","7.077.120, 2019, 1",1,2019,7077120,ВАО,2019-09-25,111006.3337322496
55.753215,37.790426,"2017-09-13: 5866000 | 5866000
г.москва,3-явладимирскаяул.,д.32/31,2ком., пл. 45.2, кв. 124","5.866.000, 2017, 1",2,2017,5866000,ВАО,2017-09-13,102549.40279753055
55.841534,37.542958,"2017-10-25: 4326000 | 4326000
2017-08-30: 4326000 | Не продано
2017-06-21: 4507000 | Не продано
2017-04-20: 4507000 | Не продано
2017-03-03: 4507000 | Не продано
г.москва,4-йновомихалковскийпр.,д.7а,1ком., пл. 31.6, кв. 76","4.326.000, 2017, 5",1,2017,4326000,САО,2017-10-25,75248.00180908138
55.794209,37.624418,"2019-08-28: 8516000 | 9623080
г.москва,4-ямарьинойрощиул.,д.4,2ком., пл. 51.7, кв. 147","9.623.080, 2019, 1",2,2019,9623080,СВАО,2019-08-28,145600.83974337738
55.73181500000001,37.630122,"2018-06-20: 7131000 | 9198990
г.москва,5-ймонетчиковскийпер.,д.13,1ком., пл. 34.9, кв. 22","9.198.990, 2018, 1",1,2018,9198990,ЦАО,2018-06-20,145171.87512495433
55.804759,37.787237,"2017-01-21: 4093000 | 4093000
г.москва,5-япарковаяул.,д.47,кор.1,1ком., пл. 31.2, кв. 5","4.093.000, 2017, 1",1,2017,4093000,ВАО,2017-01-21,68605.43094985514
55.79545400000001,37.793337,"2019-07-24: 6032000 | 6032000
2019-05-29: 6032000 | Не продано
г.москва,7-япарковаяул.,д.7,1ком., пл. 35.1, кв. 77","6.032.000, 2019, 2",1,2019,6032000,ВАО,2019-07-24,95760.16812338964
55.704519,37.74322,"2017-04-07: 4876000 | 4876000
2017-01-21: 5473000 | Не продано
г.москва,8-ятекстильщиковул.,д.7а,1ком., пл. 36.8, кв. 5","4.876.000, 2017, 2",1,2017,4876000,ЮВАО,2017-04-07,86431.98773114824
55.801986,37.801251,"2017-11-08: 3914000 | 3914000
г.москва,9-япарковаяул.,д.54,кор.2,1ком., пл. 30.6, кв. 17","3.914.000, 2017, 1",1,2017,3914000,ВАО,2017-11-08,67187.36465944817
55.773464,37.737003,"2017-08-23: 6001000 | 6001000
г.москва,9-яул.соколинойгоры,д.19,2ком., пл. 45.3, кв. 21","6.001.000, 2017, 1",2,2017,6001000,ВАО,2017-08-23,101586.85864634386
55.894879,37.573052,"2018-10-10: 4917000 | 5212020
г.москва,абрамцевскаяул.,д.3,1ком., пл. 32.5, кв. 45","5.212.020, 2018, 1",1,2018,5212020,СВАО,2018-10-10,78218.39112476725
55.84899300000001,37.488359,"2018-02-21: 7350000 | 7350000
2017-11-08: 8648000 | Не продано
2017-09-13: 8648000 | Не продано
г.москва,авангарднаяул.,д.15,2ком., пл. 52.5, кв. 18","7.350.000, 2018, 3",2,2018,7350000,САО,2018-02-21,130369.53877159985
55.54425500000001,37.52324,"2018-01-24: 1865000 | 2536400
г.москва,адмиралалазареваул.,д.40,2ком., пл. 33.47, кв. 87,2/3доли","2.536.400, 2018, 1",2,2018,2536400,ЮЗАО,2018-01-24,44918.35049838679
55.639629000000006,37.510844,"2017-11-29: 4481000 | 4481000
2017-09-20: 4917000 | Не продано
2017-07-26: 4917000 | Не продано
2017-05-31: 4917000 | Не продано
г.москва,академикаарцимовичаул.,д.20,1ком., пл. 33.0, кв. 50","4.481.000, 2017, 4",1,2017,4481000,ЮЗАО,2017-11-29,76682.7067484621
55.711508,37.793687,"2017-05-17: 5490000 | 5929200
2017-02-17: 5635000 | Не продано
г.москва,академикаскрябинаул.,д.16,кор.2,2ком., пл. 44.5, кв. 92","5.929.200, 2017, 2",2,2017,5929200,ЮВАО,2017-05-17,105249.14414116714
55.80277099999999,37.51070900000001,"2019-12-30: 6966000 | 7732260
г.москва,алабянаул.,д.3,кор.3,1ком., пл. 29.7, кв. 205","7.732.260, 2019, 1",1,2019,7732260,САО,2019-12-30,124360.84925362283
55.80277099999999,37.51070900000001,"2018-08-22: 5495000 | 5989550
2018-06-20: 5495000 | Не продано
г.москва,алабянаул.,д.3,кор.3,1ком., пл. 29.9, кв. 280","5.989.550, 2018, 2",1,2018,5989550,САО,2018-08-22,89447.39994193788
55.80277099999999,37.51070900000001,"2017-09-20: 7404000 | 8218440
2017-07-12: 8589000 | Не продано
2017-05-17: 8589000 | Не продано
г.москва,алабянаул.,д.3,кор.3,2ком., пл. 43.0, кв. 278","8.218.440, 2017, 3",2,2017,8218440,САО,2017-09-20,141518.39285497283
55.902727,37.589123,"2018-06-20: 4914000 | 5405400
г.москва,алтуфьевскоешоссе,д.96,1ком., пл. 38.0, кв. 183","5.405.400, 2018, 1",1,2018,5405400,СВАО,2018-06-20,85304.1533690577
55.853001,37.657206,"2017-08-09: 3981000 | 5294730
г.москва,амундсенаул.,д.10,1ком., пл. 32.5, кв. 8","5.294.730, 2017, 1",1,2017,5294730,СВАО,2017-08-09,88311.29282947387
55.88044,37.707916,"2018-06-20: 4578000 | 5585160
2018-03-14: 5078000 | Не продано
2017-12-20: 5078000 | Не продано
2017-10-11: 5800000 | Не продано
2017-08-09: 5800000 | Не продано
г.москва,анадырскийпроезд,д.63,2ком., пл. 44.7, кв. 303","5.585.160, 2018, 5",2,2018,5585160,СВАО,2018-06-20,88140.99700868138
55.802209,37.609757,"2017-06-07: 2036000 | 2036000
2017-04-20: 2036000 | Не продано
г.москва,анненскаяул.,д.4,2ком., пл. 43.5, кв. 65,1/2доля","2.036.000, 2017, 2",2,2017,2036000,СВАО,2017-06-07,35983.237470205844
55.667818,37.545662,"2018-09-26: 7587000 | 7587000
г.москва,архитекторавласоваул.,д.41,2ком., пл. 44.0, кв. 194","7.587.000, 2018, 1",2,2018,7587000,ЮЗАО,2018-09-26,115264.18609858947
55.808776,37.634065,"2017-04-07: 6714000 | 6714000
2017-01-21: 6915000 | Не продано
г.москва,б.марьинскаяул.,д.19,2ком., пл. 37.0, кв. 43","6.714.000, 2017, 2",2,2017,6714000,СВАО,2017-04-07,119012.38015318484
55.77536800000001,37.68624000000001,"2017-04-07: 5438000 | 5438000
2017-01-21: 5438000 | Не продано
г.москва,бакунинскаяул.,д.32-36,кор.1,1ком., пл. 26.2, кв. 27","5.438.000, 2017, 2",1,2017,5438000,ЦАО,2017-04-07,96394.00108326171
55.640421,37.61026,"2017-08-30: 5641000 | 6205100
г.москва,балаклавскийпросп.,д.5,1ком., пл. 38.3, кв. 118","6.205.100, 2017, 1",1,2017,6205100,ЮАО,2017-08-30,106197.15843900734
55.77147900000001,37.660215,"2019-10-30: 17725000 | 17725000
г.москва,басманныйпер.,д.9,2ком., пл. 70.1, кв. 40","17.725.000, 2019, 1",2,2019,17725000,ЦАО,2019-10-30,278229.06170957524
55.64272800000001,37.713036,"2019-12-30: 6959000 | 7098180
2019-09-25: 7347000 | Не продано
2019-07-24: 7347000 | Не продано
г.москва,батайскийпр.,д.5,2ком., пл. 51.0, кв. 213","7.098.180, 2019, 3",2,2019,7098180,ЮВАО,2019-12-30,114162.70184332659
55.780102,37.559164,"2019-06-26: 7273000 | 8145760
2019-02-20: 8085000 | Не продано
2018-12-26: 8085000 | Не продано
2018-10-10: 8279000 | Не продано
2018-07-25: 8279000 | Не продано
г.москва,беговаяул.,д.24,2ком., пл. 43.8, кв. 39","8.145.760, 2019, 5",2,2019,8145760,САО,2019-06-26,130270.04637681301
55.780102,37.559164,"2019-05-29: 10119000 | 10119000
г.москва,беговаяул.,д.24,2ком., пл. 52.6, кв. 38","10.119.000, 2019, 1",2,2019,10119000,САО,2019-05-29,157264.31865362756
55.896171,37.618498,"2017-09-20: 4367000 | 4367000
2017-07-12: 4682000 | Не продано
2017-05-17: 4682000 | Не продано
2017-01-21: 5001000 | Не продано
г.москва,белозерскаяул.,д.17,1ком., пл. 35.8, кв. 103","4.367.000, 2017, 4",1,2017,4367000,СВАО,2017-09-20,75198.06941434949
55.865738,37.474381,"2019-06-26: 10353000 | 11388300
г.москва,беломорскаяул.,д.13,кор.1,2ком., пл. 56.9, кв. 517","11.388.300, 2019, 1",2,2019,11388300,САО,2019-06-26,182125.96113230192
55.864808,37.470365,"2017-09-20: 4761000 | 4761000
2017-07-12: 4926000 | Не продано
2017-05-17: 4926000 | Не продано
г.москва,беломорскаяул.,д.5,кор.1,1ком., пл. 34.6, кв. 188","4.761.000, 2017, 3",1,2017,4761000,САО,2017-09-20,81982.5986905697
55.86763199999999,37.469476,"2018-02-21: 3161000 | 4520230
2017-11-08: 3799000 | Не продано
г.москва,беломорскаяул.,д.7,кор.3,1ком., пл. 31.4, кв. 1","4.520.230, 2018, 2",1,2018,4520230,САО,2018-02-21,80176.91159748964
55.86763199999999,37.469476,"2018-02-21: 4082000 | 5265780
2017-11-08: 5014000 | Не продано
2017-09-13: 5014000 | Не продано
г.москва,беломорскаяул.,д.7,кор.3,2ком., пл. 36.7, кв. 26","5.265.780, 2018, 3",2,2018,5265780,САО,2018-02-21,93400.99454050546
55.86156999999999,37.46944000000001,"2018-05-23: 5981000 | 6339860
г.москва,беломорскаяул.,д.8,кор.1,1ком., пл. 37.6, кв. 122","6.339.860, 2018, 1",1,2018,6339860,САО,2018-05-23,102943.36961222529
55.58351500000001,37.674849,"2017-07-12: 4304000 | 4304000
2017-05-17: 4304000 | Не продано
2017-01-21: 4428000 | Не продано
г.москва,бирюлевскаяул.,д.49,кор.4,1ком., пл. 39.4, кв. 994","4.304.000, 2017, 3",1,2017,4304000,ЮАО,2017-07-12,71315.54137898602
55.771413,37.583266,"2018-04-04: 12247000 | 12247000
2018-01-24: 12247000 | Не продано
2017-10-25: 14471000 | Не продано
г.москва,большаягрузинскаяул.,д.57,стр.1,2ком., пл. 50.2, кв. 90","12.247.000, 2018, 3",2,2018,12247000,ЦАО,2018-04-04,213225.67423750946
55.71494200000001,37.857027,"2019-09-25: 5800000 | 5800000
г.москва,большаякосинскаяул.,д.24,2ком., пл. 42.7, кв. 87","5.800.000, 2019, 1",2,2019,5800000,ВАО,2019-09-25,90974.39857555724
55.79389499999999,37.686338,"2017-08-23: 12362000 | 12485620
г.москва,большаяостроумовскаяул.,д.11,кор.3,3ком., пл. 72.7, кв. 47","12.485.620, 2017, 1",3,2017,12485620,ВАО,2017-08-23,211360.59224328675
55.785326,37.640542,"2017-09-20: 10243000 | 12394030
2017-07-12: 14670000 | Не продано
2017-05-17: 14670000 | Не продано
г.москва,большаяпереяславскаяул.,д.13,2ком., пл. 71.4, кв. 75","12.394.030, 2017, 3",2,2017,12394030,ЦАО,2017-09-20,213420.45529277076
55.724682,37.624822,"2017-10-25: 7219000 | 8229660
2017-08-09: 8928000 | Не продано
2017-06-21: 8928000 | Не продано
г.москва,большаясерпуховскаяул.,д.34,кор.4,1ком., пл. 37.9, кв. 41","8.229.660, 2017, 3",1,2017,8229660,ЦАО,2017-10-25,143149.66957191972
55.73798299999999,37.46387100000001,"2019-05-29: 5944000 | 6716720
г.москва,большаяфилёвскаяул.,д.59,кор.2,1ком., пл. 30.3, кв. 7","6.716.720, 2019, 1",1,2019,6716720,ЗАО,2019-05-29,104387.82432920183
55.798495,37.736707,"2017-01-21: 4444000 | 4444000
г.москва,большаячеркизовскаяул.,д.24,кор.1,1ком., пл. 32.8, кв. 49","4.444.000, 2017, 1",1,2017,4444000,ВАО,2017-01-21,74488.7698854523
55.795003,37.718848,"2017-10-11: 5261000 | 6734080
2017-07-26: 6509000 | Не продано
2017-05-31: 6509000 | Не продано
2017-04-07: 6509000 | Не продано
г.москва,большаячеркизовскаяул.,д.4,кор.4,2ком., пл. 39.3, кв. 70","6.734.080, 2017, 4",2,2017,6734080,ВАО,2017-10-11,115640.86775589139
55.797463,37.720609,"2017-03-03: 5979000 | 6038790
г.москва,большаячеркизовскаяул.,д.5,кор.1,2ком., пл. 39.8, кв. 134","6.038.790, 2017, 1",2,2017,6038790,ВАО,2017-03-03,103695.13691996275
55.79431500000001,37.720394,"2017-11-29: 3842000 | 4495140
г.москва,большаячеркизовскаяул.,д.6,кор.5,1ком., пл. 30.5, кв. 42","4.495.140, 2017, 1",1,2017,4495140,ВАО,2017-11-29,76924.68252918587
55.79393,37.721148,"2019-10-30: 5752000 | 6902400
г.москва,большаячеркизовскаяул.,д.6,кор.7,1ком., пл. 35.1, кв. 89","6.902.400, 2019, 1",1,2019,6902400,ВАО,2019-10-30,108346.87027047515
55.79393,37.721148,"2018-08-22: 5575000 | 6578500
г.москва,большаячеркизовскаяул.,д.6,кор.7,2ком., пл. 37.9, кв. 18","6.578.500, 2018, 1",2,2018,6578500,ВАО,2018-08-22,98242.72616774855
55.641493,37.774481,"2017-02-17: 4427000 | 4825430
г.москва,борисовскиепрудыул.,д.48,кор.2,1ком., пл. 38.2, кв. 495","4.825.430, 2017, 1",1,2017,4825430,ЮАО,2017-02-17,84179.06332640913
55.749562,37.791648,"2018-09-26: 4838000 | 4886380
г.москва,братскаяул.,д.19,кор.1,1ком., пл. 33.1, кв. 66","4.886.380, 2018, 1",1,2018,4886380,ВАО,2018-09-26,74235.48354664896
55.763412,37.729655,"2019-11-27: 5398000 | 5505960
2019-09-25: 5398000 | Не продано
г.москва,бураковаул.,д.11,1ком., пл. 35.2, кв. 14","5.505.960, 2019, 2",1,2019,5505960,ВАО,2019-11-27,86167.81789013631
55.651201,37.528711,"2019-04-24: 10354000 | 11596480
г.москва,бутлероваул.,д.14,кор.1,2ком., пл. 54.7, кв. 64","11.596.480, 2019, 1",2,2019,11596480,ЮЗАО,2019-04-24,181806.6131093437
55.784344,37.587614,"2017-08-09: 7774000 | 7774000
2017-06-07: 9302000 | Не продано
2017-04-20: 9302000 | Не продано
2017-03-03: 9302000 | Не продано
г.москва,бутырскийвалул.,д.34,2ком., пл. 46.7, кв. 24","7.774.000, 2017, 4",2,2017,7774000,ЦАО,2017-08-09,129663.26714607351
55.701861,37.580679,"2018-04-04: 6767000 | 6767000
г.москва,вавиловаул.,д.17,1ком., пл. 33.9, кв. 153","6.767.000, 2018, 1",1,2018,6767000,ЮЗАО,2018-04-04,117816.45607620043
55.692851,37.562766,"2019-06-26: 9773000 | 9773000
г.москва,вавиловаул.,д.46,2ком., пл. 45.1, кв. 71","9.773.000, 2019, 1",2,2019,9773000,ЮЗАО,2019-06-26,156293.47823169274
55.677072,37.546192,"2018-02-21: 11060000 | 11060000
2017-11-29: 11060000 | Не продано
2017-09-13: 13156000 | Не продано
2017-07-26: 13156000 | Не продано
2017-05-31: 13156000 | Не продано
г.москва,вавиловаул.,д.91,кор.1,2ком., пл. 54.2, кв. 56","11.060.000, 2018, 5",2,2018,11060000,ЮЗАО,2018-02-21,196175.1154848836
55.864939,37.468533,"2017-01-21: 4906000 | 4906000
г.москва,валдайскийпр.,д.4,1ком., пл. 34.4, кв. 65","4.906.000, 2017, 1",1,2017,4906000,САО,2017-01-21,82232.65190324685
55.869577,37.46467,"2019-05-29: 5478000 | 5478000
2019-03-27: 5478000 | Не продано
г.москва,валдайскийпроезд,д.11,1ком., пл. 30.8, кв. 6","5.478.000, 2019, 2",1,2019,5478000,САО,2019-05-29,85136.27212022648
55.6043,37.604259000000006,"2018-03-14: 4901000 | 4901000
г.москва,варшавскоеш.,д.144,кор.2,1ком., пл. 37.6, кв. 400","4.901.000, 2018, 1",1,2018,4901000,ЮАО,2018-03-14,86186.12874295702
55.633384,37.532852,"2018-04-04: 6038000 | 6581420
г.москва,введенскогоул.,д.31,кор.1,2ком., пл. 46.9, кв. 38","6.581.420, 2018, 1",2,2018,6581420,ЮЗАО,2018-04-04,114585.42638525594
55.711579,37.485286,"2018-11-14: 5102000 | 5306080
г.москва,веернаяул.,д.40,кор.4,1ком., пл. 32.8, кв. 167","5.306.080, 2018, 1",1,2018,5306080,ЗАО,2018-11-14,78267.11345683376
55.709617,37.474695,"2017-05-17: 7449000 | 8193900
г.москва,веернаяул.,д.7,кор.1,2ком., пл. 55.2, кв. 87","8.193.900, 2017, 1",2,2017,8193900,ЗАО,2017-05-17,145449.80135234256
55.666452,37.755724,"2018-08-22: 4647000 | 5622870
2018-05-23: 5106000 | Не продано
2018-02-21: 5106000 | Не продано
г.москва,верхниеполяул.,д.28,1ком., пл. 38.7, кв. 298","5.622.870, 2018, 3",1,2018,5622870,ЮВАО,2018-08-22,83971.43386590382
55.797665,37.55713400000001,"2018-11-14: 10664000 | 11943680
г.москва,верхняямасловкаул.,д.27,кор.2,2ком., пл. 52.6, кв. 186","11.943.680, 2018, 1",2,2018,11943680,САО,2018-11-14,176174.7575709594
55.733254,37.830635,"2019-04-24: 4786000 | 5551760
г.москва,вешняковскаяул.,д.21/26,1ком., пл. 34.8, кв. 61","5.551.760, 2019, 1",1,2019,5551760,ВАО,2019-04-24,87039.05688587658
55.864015,37.431873,"2017-12-20: 4100000 | 5781000
г.москва,вилисалацисаул.,д.1,кор.1,1ком., пл. 34.0, кв. 111","5.781.000, 2017, 1",1,2017,5781000,СЗАО,2017-12-20,98597.86846538525
55.818023,37.515425,"2018-02-21: 5085000 | 5237550
2017-11-08: 5944000 | Не продано
2017-09-13: 5944000 | Не продано
г.москва,вокзальныйпер.,д.10,1ком., пл. 34.7, кв. 21","5.237.550, 2018, 3",1,2018,5237550,САО,2018-02-21,92900.26908750922
55.70716700000001,37.760243,"2017-07-12: 4347000 | 4433940
г.москва,волгоградскийпр-т,д.113,кор.2,1ком., пл. 30.5, кв. 11","4.433.940, 2017, 1",1,2017,4433940,ЮВАО,2017-07-12,73468.59468911275
55.702647,37.792016,"2018-02-21: 3989000 | 3989000
г.москва,волгоградскийпр-т,д.175/32,1ком., пл. 31.8, кв. 53","3.989.000, 2018, 1",1,2018,3989000,ЮВАО,2018-02-21,70754.29798094039
55.710595,37.743884,"2018-03-14: 4335000 | 4335000
г.москва,волжскийбульвар,д.20,1ком., пл. 32.7, кв. 153","4.335.000, 2018, 1",1,2018,4335000,ЮВАО,2018-03-14,76232.78271795933
55.810081,37.492473,"2019-10-30: 5788000 | 6251040
2019-07-24: 5995000 | Не продано
2019-04-24: 5995000 | Не продано
2019-01-23: 6170000 | Не продано
2018-11-14: 6170000 | Не продано
г.москва,волоколамскоеш.,д.16,1ком., пл. 32.4, кв. 13","6.251.040, 2019, 5",1,2019,6251040,САО,2019-10-30,98122.48202589694
55.77273,37.684093,"2018-07-25: 5412000 | 7252080
г.москва,волховскийпер.,д.2,1ком., пл. 34.9, кв. 78","7.252.080, 2018, 1",1,2018,7252080,ЦАО,2018-07-25,115131.75423425445
55.61118,37.757754,"2017-03-03: 4411000 | 4763880
г.москва,воронежскаяул.,д.52,кор.1,1ком., пл. 37.5, кв. 400","4.763.880, 2017, 1",1,2017,4763880,ЮАО,2017-03-03,81803.00836264751
55.813931,37.462748,"2018-10-10: 5671000 | 5671000
2018-08-22: 5671000 | Не продано
г.москва,врачебныйпроезд,д.8,кор.2,2ком., пл. 33.9, кв. 9","5.671.000, 2018, 2",2,2018,5671000,СЗАО,2018-10-10,85106.44549878073
55.805149,37.49939000000001,"2018-02-21: 5472000 | 5800320
2017-11-08: 6689000 | Не продано
г.москва,врубеляул.,д.10,2ком., пл. 42.9, кв. 21","5.800.320, 2018, 2",2,2018,5800320,САО,2018-02-21,102882.31879288246
55.803929,37.498078,"2019-11-27: 8851000 | 8851000
г.москва,врубеляул.,д.13,2ком., пл. 38.2, кв. 17","8.851.000, 2019, 1",2,2019,8851000,САО,2019-11-27,138517.41678936942
55.592418,37.60417800000001,"2017-10-11: 4048000 | 4128960
г.москва,газопроводул.,д.3,кор.1,1ком., пл. 34.6, кв. 840","4.128.960, 2017, 1",1,2017,4128960,ЮАО,2017-10-11,70904.49138254451
55.798348,37.465856,"2017-11-08: 4711000 | 4711000
г.москва,гамалеиул.,д.2,1ком., пл. 29.8, кв. 122","4.711.000, 2017, 1",1,2017,4711000,СЗАО,2017-11-08,80868.59348764954
55.67694,37.539266,"2019-11-27: 16335000 | 18295200
г.москва,гарибальдиул.,д.11,3ком., пл. 73.1, кв. 355","18.295.200, 2019, 1",3,2019,18295200,ЮЗАО,2019-11-27,286318.364438467
55.672864,37.540596,"2018-09-26: 5880000 | 6174000
г.москва,гарибальдиул.,д.16,кор.2,1ком., пл. 30.4, кв. 31","6.174.000, 2018, 1",1,2018,6174000,ЮЗАО,2018-09-26,93797.42783349036
55.78400500000001,37.461643,"2019-08-28: 7143000 | 7285860
г.москва,генералаглаголеваул.,д.19,кор.1,1ком., пл. 33.0, кв. 139","7.285.860, 2019, 1",1,2019,7285860,СЗАО,2019-08-28,110237.81723239165
55.617739,37.488907,"2017-08-23: 3728000 | 4660000
2017-06-07: 4965000 | Не продано
2017-04-20: 4965000 | Не продано
2017-03-03: 4965000 | Не продано
г.москва,генералатюленеваул.,д.27,1ком., пл. 35.0, кв. 18","4.660.000, 2017, 4",1,2017,4660000,ЮЗАО,2017-08-23,78885.9792187906
55.856376,37.417257,"2017-08-09: 4287000 | 4458480
г.москва,героевпанфиловцевул.,д.27,кор.3,1ком., пл. 31.7, кв. 348","4.458.480, 2017, 1",1,2017,4458480,СЗАО,2017-08-09,74363.40150571468
55.85392,37.440685,"2018-06-20: 6887000 | 7988920
г.москва,героевпанфиловцевул.,д.6,кор.1,3ком., пл. 58.7, кв. 93","7.988.920, 2018, 1",3,2018,7988920,СЗАО,2018-06-20,126075.41660804611
55.71765500000001,37.390254,"2018-02-21: 3639000 | 4148460
г.москва,говороваул.,д.11,кор.1,1ком., пл. 32.4, кв. 171","4.148.460, 2018, 1",1,2018,4148460,ЗАО,2018-02-21,73582.69616495662
55.604142,37.515685,"2019-03-27: 4959000 | 5355720
г.москва,голубинскаяул.,д.7,кор.5,1ком., пл. 32.7, кв. 299","5.355.720, 2019, 1",1,2019,5355720,ЮЗАО,2019-03-27,83698.29596269266
55.603151,37.512829,"2017-10-25: 4130000 | 4501700
2017-08-23: 4130000 | Не продано
2017-06-07: 4445000 | Не продано
2017-04-20: 4445000 | Не продано
г.москва,голубинскаяул.,д.9,1ком., пл. 32.6, кв. 647","4.501.700, 2017, 4",1,2017,4501700,ЮЗАО,2017-10-25,78304.19087932078
55.77709399999999,37.709731,"2017-12-20: 7953000 | 7953000
2017-10-11: 8967000 | Не продано
2017-08-09: 8967000 | Не продано
г.москва,гольяновскийпр-д,д.4а,стр.1,2ком., пл. 61.77, кв. 175","7.953.000, 2017, 3",2,2017,7953000,ЦАО,2017-12-20,135642.42309379156
55.721447,37.3879,"2018-06-20: 4802000 | 4802000
2018-02-21: 4982000 | Не продано
2017-11-29: 4982000 | Не продано
г.москва,горбуноваул.,д.9,кор.4,1ком., пл. 40.4, кв. 39","4.802.000, 2018, 3",1,2018,4802000,ЗАО,2018-06-20,75781.7265101963
55.773196,37.710988,"2019-02-20: 6104000 | 6226080
г.москва,госпитальныйвалул.,д.18/1,1ком., пл. 31.8, кв. 45","6.226.080, 2019, 1",1,2019,6226080,ЮВАО,2019-02-20,94036.04772042907
55.71912,37.734012,"2019-02-20: 5093000 | 5958810
г.москва,грайвороновскаяул.,д.16,кор.2,1ком., пл. 34.9, кв. 70","5.958.810, 2019, 1",1,2019,5958810,ЮВАО,2019-02-20,89999.31602500609
55.89060799999999,37.66317100000001,"2020-01-29: 6845000 | 7255700
г.москва,грековаул.,д.16,1ком., пл. 37.2, кв. 69","7.255.700, 2020, 1",1,2020,7255700,СВАО,2020-01-29,115364.12576523484
55.708237,37.640812,"2019-08-28: 6112000 | 6600960
г.москва,даниловскаянаб.,д.6,кор.1,1ком., пл. 31.6, кв. 60","6.600.960, 2019, 1",1,2019,6600960,ЮАО,2019-08-28,99875.02121071884
55.871168,37.635449,"2017-09-20: 4618000 | 4895080
2017-07-12: 5060000 | Не продано
2017-05-17: 5060000 | Не продано
г.москва,дежневапр.,д.24,2ком., пл. 38.5, кв. 70","4.895.080, 2017, 3",2,2017,4895080,СВАО,2017-09-20,84291.40499857886
55.872632,37.634218,"2017-12-20: 4896000 | 5728320
г.москва,дежнёвапроезд,д.22,кор.4,1ком., пл. 37.1, кв. 95","5.728.320, 2017, 1",1,2017,5728320,СВАО,2017-12-20,97699.38451611064
55.858715,37.617105,"2018-12-26: 1146000 | 1146000
2018-09-26: 1146000 | Не продано
г.москва,декабристовул.,д.36,3ком., пл. 61.8, кв. 92,1/5доля","1.146.000, 2018, 2",3,2018,1146000,СВАО,2018-12-26,16702.738460056975
55.85791700000001,37.617339,"2017-03-17: 4447000 | 4758290
г.москва,декабристовул.,д.36б,1ком., пл. 35.2, кв. 213","4.758.290, 2017, 1",1,2017,4758290,СВАО,2017-03-17,81504.08450892888
