Latitude,Longitude,Description,Label,Placemark number
55.67694,37.539266,"<div>2019-11-27: 16335000 | 18295200</div><p>г.москва,гарибальдиул.,д.11,3ком., пл. 73.1, кв. 355</p>","18.295.200, 2019, 1",3
55.672864,37.540596,"<div>2018-09-26: 5880000 | 6174000</div><p>г.москва,гарибальдиул.,д.16,кор.2,1ком., пл. 30.4, кв. 31</p>","6.174.000, 2018, 1",1
55.784005,37.461643,"<div>2019-08-28: 7143000 | 7285860</div><p>г.москва,генералаглаголеваул.,д.19,кор.1,1ком., пл. 33.0, кв. 139</p>","7.285.860, 2019, 1",1
55.617739,37.488907,"<div>2017-08-23: 3728000 | 4660000</div><div>2017-06-07: 4965000 | Не продано</div><div>2017-04-20: 4965000 | Не продано</div><div>2017-03-03: 4965000 | Не продано</div><p>г.москва,генералатюленеваул.,д.27,1ком., пл. 35.0, кв. 18</p>","4.660.000, 2017, 4",1
55.734466,37.485538,"<div>2017-11-08: 4258000 | Не продано</div><p>г.москва,герасимакуринаул.,д.4,кор.3,1ком., пл. 30.3, кв. 49</p>","Не продано, 2017, 1",1
55.856376,37.417257,"<div>2017-08-09: 4287000 | 4458480</div><p>г.москва,героевпанфиловцевул.,д.27,кор.3,1ком., пл. 31.7, кв. 348</p>","4.458.480, 2017, 1",1
55.85392,37.440685,"<div>2018-06-20: 6887000 | 7988920</div><p>г.москва,героевпанфиловцевул.,д.6,кор.1,3ком., пл. 58.7, кв. 93</p>","7.988.920, 2018, 1",3
55.81779,37.863792,"<div>2020-02-26: 6713000 | Аукцион</div><div>2019-11-27: 6893000 | Не продано</div><div>2019-09-25: 6893000 | Не продано</div><div>2019-05-29: 7272000 | Не продано</div><div>2019-03-27: 7272000 | Не продано</div><p>г.москва,главнаяул.,д.6,2ком., пл. 63.0, кв. 17</p>","Аукцион, 2020, 5",2
55.717655,37.390254,"<div>2018-02-21: 3639000 | 4148460</div><p>г.москва,говороваул.,д.11,кор.1,1ком., пл. 32.4, кв. 171</p>","4.148.460, 2018, 1",1
55.604142,37.515685,"<div>2019-03-27: 4959000 | 5355720</div><p>г.москва,голубинскаяул.,д.7,кор.5,1ком., пл. 32.7, кв. 299</p>","5.355.720, 2019, 1",1
55.603151,37.512829,"<div>2017-10-25: 4130000 | 4501700</div><div>2017-08-23: 4130000 | Не продано</div><div>2017-06-07: 4445000 | Не продано</div><div>2017-04-20: 4445000 | Не продано</div><p>г.москва,голубинскаяул.,д.9,1ком., пл. 32.6, кв. 647</p>","4.501.700, 2017, 4",1
55.603151,37.512829,"<div>2020-01-29: 8993000 | Не продано</div><p>г.москва,голубинскаяул.,д.9,3ком., пл. 59.0, кв. 49</p>","Не продано, 2020, 1",3
55.777606,37.710611,"<div>2017-06-07: 9575000 | Не продано</div><div>2017-04-07: 9575000 | Не продано</div><p>г.москва,гольяновскийпр-д,д.4а,2ком., пл. 61.77, кв. 175</p>","Не продано, 2017, 2",2
55.777094,37.709731,"<div>2017-12-20: 7953000 | 7953000</div><div>2017-10-11: 8967000 | Не продано</div><div>2017-08-09: 8967000 | Не продано</div><p>г.москва,гольяновскийпр-д,д.4а,стр.1,2ком., пл. 61.77, кв. 175</p>","7.953.000, 2017, 3",2
55.721447,37.3879,"<div>2018-06-20: 4802000 | 4802000</div><div>2018-02-21: 4982000 | Не продано</div><div>2017-11-29: 4982000 | Не продано</div><p>г.москва,горбуноваул.,д.9,кор.4,1ком., пл. 40.4, кв. 39</p>","4.802.000, 2018, 3",1
55.773196,37.710988,"<div>2019-02-20: 6104000 | 6226080</div><p>г.москва,госпитальныйвалул.,д.18/1,1ком., пл. 31.8, кв. 45</p>","6.226.080, 2019, 1",1
55.71912,37.734012,"<div>2019-02-20: 5093000 | 5958810</div><p>г.москва,грайвороновскаяул.,д.16,кор.2,1ком., пл. 34.9, кв. 70</p>","5.958.810, 2019, 1",1
55.890608,37.663171,"<div>2020-01-29: 6845000 | 7255700</div><p>г.москва,грековаул.,д.16,1ком., пл. 37.2, кв. 69</p>","7.255.700, 2020, 1",1
55.708237,37.640812,"<div>2019-08-28: 6112000 | 6600960</div><p>г.москва,даниловскаянаб.,д.6,кор.1,1ком., пл. 31.6, кв. 60</p>","6.600.960, 2019, 1",1
55.871168,37.635449,"<div>2017-09-20: 4618000 | 4895080</div><div>2017-07-12: 5060000 | Не продано</div><div>2017-05-17: 5060000 | Не продано</div><p>г.москва,дежневапр.,д.24,2ком., пл. 38.5, кв. 70</p>","4.895.080, 2017, 3",2
55.872632,37.634218,"<div>2017-12-20: 4896000 | 5728320</div><p>г.москва,дежнёвапроезд,д.22,кор.4,1ком., пл. 37.1, кв. 95</p>","5.728.320, 2017, 1",1
55.858715,37.617105,"<div>2018-12-26: 1146000 | 1146000</div><div>2018-09-26: 1146000 | Не продано</div><p>г.москва,декабристовул.,д.36,3ком., пл. 61.8, кв. 92,1/5доля</p>","1.146.000, 2018, 2",3
55.857917,37.617339,"<div>2017-03-17: 4447000 | 4758290</div><p>г.москва,декабристовул.,д.36б,1ком., пл. 35.2, кв. 213</p>","4.758.290, 2017, 1",1
55.778821,37.490793,"<div>2018-06-20: 5802000 | 6498240</div><div>2018-03-14: 6344000 | Не продано</div><div>2017-12-20: 6344000 | Не продано</div><p>г.москва,демьянабедногоул.,д.20,кор.5,2ком., пл. 42.9, кв. 49</p>","6.498.240, 2018, 3",2
55.810744,37.578496,"<div>2017-10-25: 4896000 | 5679360</div><div>2017-08-09: 5667000 | Не продано</div><div>2017-06-21: 5667000 | Не продано</div><div>2017-04-07: 5786000 | Не продано</div><div>2017-02-17: 5786000 | Не продано</div><p>г.москва,дмитровскоеш.,д.1,кор.1,1ком., пл. 35.4, кв. 73</p>","5.679.360, 2017, 5",1
55.621292,37.600495,"<div>2018-11-14: 6402000 | 6402000</div><p>г.москва,днепропетровскаяул.,д.5,кор.3,2ком., пл. 44.1, кв. 116</p>","6.402.000, 2018, 1",2
55.7739,37.644441,"<div>2020-02-26: 8832000 | Аукцион</div><p>г.москва,докучаевпер.,д.15,1ком., пл. 34.3, кв. 108</p>","Аукцион, 2020, 1",1
55.606929,37.71018,"<div>2017-11-29: 4215000 | 4847250</div><div>2017-09-13: 5761000 | Не продано</div><div>2017-07-26: 5761000 | Не продано</div><div>2017-05-31: 5761000 | Не продано</div><p>г.москва,домодедовскаяул.,д.24,кор.1,1ком., пл. 36.0, кв. 517</p>","4.847.250, 2017, 4",1
55.649312,37.717842,"<div>2020-01-29: 5343000 | 5770440</div><div>2019-09-25: 5722000 | Не продано</div><div>2019-07-24: 5722000 | Не продано</div><p>г.москва,донецкаяул.,д.15,1ком., пл. 39.1, кв. 139</p>","5.770.440, 2020, 3",1
55.842974,37.457412,"<div>2017-10-25: 5880000 | 7173600</div><p>г.москва,досфлотапроезд,д.7,2ком., пл. 52.5, кв. 57</p>","7.173.600, 2017, 1",2
55.870314,37.565398,"<div>2018-05-23: 4669000 | 4762380</div><p>г.москва,дубнинскаяул.,д.20,кор.3,1ком., пл. 32.8, кв. 350</p>","4.762.380, 2018, 1",1
55.868501,37.48817,"<div>2018-05-23: 7542000 | 8145360</div><div>2018-02-21: 7542000 | Не продано</div><div>2017-11-08: 7968000 | Не продано</div><p>г.москва,дыбенкоул.,д.2,кор.1,2ком., пл. 53.7, кв. 14</p>","8.145.360, 2018, 3",2
55.60695,37.734497,"<div>2018-03-14: 4356000 | 4486680</div><p>г.москва,елецкаяул.,д.17,кор.1,1ком., пл. 34.6, кв. 66</p>","4.486.680, 2018, 1",1
55.738804,37.422773,"<div>2019-01-23: 9772000 | 10553760</div><p>г.москва,ельнинскаяул.,д.20,кор.1,2ком., пл. 53.7, кв. 3</p>","10.553.760, 2019, 1",2
55.577897,37.665596,"<div>2017-08-09: 4134000 | 4134000</div><div>2017-06-21: 4134000 | Не продано</div><p>г.москва,загорьевскийпр.,д.5,кор.1,1ком., пл. 39.1, кв. 46</p>","4.134.000, 2017, 2",1
55.621724,37.756632,"<div>2017-05-17: 4625000 | 4995000</div><div>2017-02-17: 4857000 | Не продано</div><p>г.москва,задонскийпр.,д.30,кор.1,1ком., пл. 39.0, кв. 82</p>","4.995.000, 2017, 2",1
55.759137,37.574004,"<div>2019-06-26: 7530000 | 8584200</div><p>г.москва,замореноваул.,д.5,стр.1,1ком., пл. 30.3, кв. 33</p>","8.584.200, 2019, 1",1
55.678458,37.682287,"<div>2017-10-11: 4581000 | 5497200</div><p>г.москва,затоннаяул.,д.8,кор.2,1ком., пл. 32.7, кв. 53</p>","5.497.200, 2017, 1",1
55.678458,37.682287,"<div>2018-06-20: 5692000 | 6830400</div><p>г.москва,затоннаяул.,д.8,кор.2,2ком., пл. 38.8, кв. 128</p>","6.830.400, 2018, 1",2
55.877486,37.487137,"<div>2020-02-26: 8942000 | Аукцион</div><div>2019-11-27: 8942000 | Не продано</div><p>г.москва,зеленоградскаяул.,д.39,кор.1,2ком., пл. 50.9, кв. 71</p>","Аукцион, 2020, 2",2
55.714475,37.787282,"<div>2017-11-29: 4591000 | 4591000</div><div>2017-10-11: 4591000 | Не продано</div><div>2017-07-26: 4925000 | Не продано</div><div>2017-05-31: 4925000 | Не продано</div><div>2017-04-07: 4925000 | Не продано</div><p>г.москва,зеленодольскаяул.,д.7,кор.1,1ком., пл. 35.0, кв. 90</p>","4.591.000, 2017, 5",1
55.750403,37.820556,"<div>2018-07-25: 5162000 | 5316860</div><p>г.москва,зеленыйпр-т,д.62,кор.2,1ком., пл. 35.1, кв. 63</p>","5.316.860, 2018, 1",1
55.749815,37.821427,"<div>2017-08-23: 4988000 | 5137640</div><div>2017-06-07: 5896000 | Не продано</div><div>2017-04-20: 5896000 | Не продано</div><p>г.москва,зеленыйпр-т,д.64,2ком., пл. 42.4, кв. 73</p>","5.137.640, 2017, 3",2
55.749815,37.821427,"<div>2020-02-26: 7188000 | Аукцион</div><div>2019-12-30: 7188000 | Не продано</div><p>г.москва,зеленыйпросп.,д.64,2ком., пл. 41.7, кв. 68</p>","Аукцион, 2020, 2",2
55.75511,37.656523,"<div>2018-10-10: 11519000 | 11519000</div><div>2018-08-22: 11519000 | Не продано</div><div>2018-05-23: 14262000 | Не продано</div><p>г.москва,землянойвалул.,д.38-40/15,стр.9,2ком., пл. 50.4, кв. 103</p>","11.519.000, 2018, 3",2
55.804354,37.724175,"<div>2018-03-14: 5930000 | 5930000</div><p>г.москва,знаменскаяул.,д.53,2ком., пл. 40.1, кв. 51</p>","5.930.000, 2018, 1",2
55.81823,37.505552,"<div>2017-11-08: 9087000 | 9087000</div><p>г.москва,зоииалександракосмодемьянскихул.,д.6,2ком., пл. 53.3, кв. 40</p>","9.087.000, 2017, 1",2
55.76447,37.582206,"<div>2018-03-14: 8441000 | 9453920</div><p>г.москва,зоологическаяул.,д.12,кор.2,1ком., пл. 34.2, кв. 132</p>","9.453.920, 2018, 1",1
55.780087,37.731874,"<div>2019-04-24: 7628000 | 7628000</div><div>2019-02-20: 7628000 | Не продано</div><p>г.москва,ибрагимоваул.,д.2,2ком., пл. 45.1, кв. 147</p>","7.628.000, 2019, 2",2
55.86691,37.526681,"<div>2017-09-20: 4721000 | 4721000</div><div>2017-07-12: 5282000 | Не продано</div><div>2017-05-17: 5282000 | Не продано</div><div>2017-01-21: 5633000 | Не продано</div><p>г.москва,иванасусанинаул.,д.4,кор.2,2ком., пл. 45.1, кв. 242</p>","4.721.000, 2017, 4",2
55.796223,37.803811,"<div>2018-04-04: 5524000 | 6794520</div><p>г.москва,измайловскийбульвар,д.40,1ком., пл. 37.5, кв. 6</p>","6.794.520, 2018, 1",1
55.797852,37.769927,"<div>2017-04-07: 4823000 | 4823000</div><div>2017-02-17: 4823000 | Не продано</div><p>г.москва,измайловскийпр.,д.18,кор.1,1ком., пл. 35.0, кв. 71</p>","4.823.000, 2017, 2",1
55.878703,37.694783,"<div>2018-10-10: 4838000 | 4983140</div><div>2018-08-22: 4838000 | Не продано</div><p>г.москва,изумруднаяул.,д.50,1ком., пл. 32.8, кв. 78</p>","4.983.140, 2018, 2",1
55.891734,37.57819,"<div>2018-02-21: 4495000 | 4495000</div><div>2017-11-08: 5042000 | Не продано</div><p>г.москва,илимскаяул.,д.6,1ком., пл. 37.8, кв. 134</p>","4.495.000, 2018, 2",1
55.803079,37.538521,"<div>2017-03-03: 9322000 | Не продано</div><p>г.москва,ильюшинаакадемикаул.,д.1,3ком., пл. 54.5, кв. 211</p>","Не продано, 2017, 1",3
55.803079,37.538521,"<div>2017-09-13: 9070000 | 9070180</div><div>2017-06-07: 9322000 | Не продано</div><div>2017-04-20: 9322000 | Не продано</div><p>г.москва,ильюшинаакадемикаул.,д.1,кор.2,3ком., пл. 54.5, кв. 211</p>","9.070.180, 2017, 3",3
55.592953,37.548276,"<div>2017-03-03: 4932000 | 4932000</div><p>г.москва,инессыармандул.,д.3,1ком., пл. 35.1, кв. 233</p>","4.932.000, 2017, 1",1
55.591783,37.545078,"<div>2018-01-24: 3819000 | 4391850</div><div>2017-10-25: 4407000 | Не продано</div><div>2017-08-23: 4407000 | Не продано</div><div>2017-06-07: 4850000 | Не продано</div><div>2017-04-20: 4850000 | Не продано</div><p>г.москва,инессыармандул.,д.4,кор.1,1ком., пл. 33.0, кв. 210</p>","4.391.850, 2018, 5",1
55.717295,37.457097,"<div>2018-01-24: 6668000 | 6668000</div><p>г.москва,инициативнаяул.,д.8,кор.2,2ком., пл. 45.6, кв. 11</p>","6.668.000, 2018, 1",2
55.807243,37.420877,"<div>2019-04-24: 6597000 | 7388640</div><p>г.москва,исаковскогоул.,д.27,кор.2,1ком., пл. 39.0, кв. 86</p>","7.388.640, 2019, 1",1
55.806742,37.422647,"<div>2019-11-27: 9366000 | 9740640</div><p>г.москва,исаковскогоул.,д.27,кор.3,2ком., пл. 51.8, кв. 47</p>","9.740.640, 2019, 1",2
55.807476,37.416889,"<div>2018-08-22: 6697000 | 7165790</div><div>2018-05-23: 6892000 | Не продано</div><p>г.москва,исаковскогоул.,д.28,кор.1,2ком., пл. 45.7, кв. 41</p>","7.165.790, 2018, 2",2
55.86259,37.664258,"<div>2019-10-30: 4863000 | 5884230</div><p>г.москва,искрыул.,д.13,кор.1,1ком., пл. 29.8, кв. 243</p>","5.884.230, 2019, 1",1
55.82489,37.807117,"<div>2017-03-03: 4207000 | 4585630</div><p>г.москва,камчатскаяул.,д.5,1ком., пл. 34.7, кв. 135</p>","4.585.630, 2017, 1",1
55.638084,37.670088,"<div>2018-08-22: 5471000 | 5471000</div><p>г.москва,кантемировскаяул.,д.12,кор.2,1ком., пл. 38.0, кв. 81</p>","5.471.000, 2018, 1",1
55.775424,37.461122,"<div>2019-10-30: 8161000 | 8161000</div><p>г.москва,карамышевскаянаб.,д.60,1ком., пл. 39.4, кв. 2</p>","8.161.000, 2019, 1",1
55.858685,37.591126,"<div>2018-03-14: 4647000 | 5204640</div><div>2017-11-29: 5204000 | Не продано</div><div>2017-10-11: 5204000 | Не продано</div><div>2017-07-26: 5599000 | Не продано</div><div>2017-05-31: 5599000 | Не продано</div><div>2017-04-07: 5599000 | Не продано</div><p>г.москва,каргопольскаяул.,д.2,1ком., пл. 37.9, кв. 352</p>","5.204.640, 2018, 6",1
55.706766,37.869496,"<div>2017-04-07: 4124000 | 4124000</div><div>2017-02-17: 4124000 | Не продано</div><p>г.москва,каскаднаяул.,д.20,кор.2,1ком., пл. 34.9, кв. 15</p>","4.124.000, 2017, 2",1
55.653746,37.58093,"<div>2019-01-23: 4928000 | 5272960</div><div>2018-11-14: 4928000 | Не продано</div><p>г.москва,каховкаул.,д.10/12,кор.1,1ком., пл. 31.5, кв. 5</p>","5.272.960, 2019, 2",1
55.657875,37.564922,"<div>2017-08-09: 4781000 | 4781000</div><p>г.москва,каховкаул.,д.35,кор.2,1ком., пл. 35.1, кв. 161</p>","4.781.000, 2017, 1",1
55.662187,37.630499,"<div>2017-09-13: 7634000 | 9237140</div><div>2017-06-21: 7634000 | Не продано</div><p>г.москва,каширскоешоссе,д.16,2ком., пл. 57.7, кв. 219</p>","9.237.140, 2017, 2",2
55.626065,37.608239,"<div>2019-06-26: 6865000 | 7345550</div><p>г.москва,кировоградскаяул.,д.10,кор.2,2ком., пл. 45.2, кв. 139</p>","7.345.550, 2019, 1",2
55.626065,37.608239,"<div>2017-08-23: 6665000 | 7464800</div><p>г.москва,кировоградскаяул.,д.10,кор.2,3ком., пл. 55.5, кв. 278</p>","7.464.800, 2017, 1",3
55.618024,37.605957,"<div>2017-10-25: 5226000 | 5226000</div><p>г.москва,кировоградскаяул.,д.20,кор.1,1ком., пл. 37.0, кв. 112</p>","5.226.000, 2017, 1",1
55.67556,37.682503,"<div>2018-11-14: 6020000 | 6923000</div><p>г.москва,кленовыйбульвар,д.25,кор.1,2ком., пл. 38.0, кв. 18</p>","6.923.000, 2018, 1",2
55.888351,37.52227,"<div>2017-06-21: 4158000 | 4365900</div><p>г.москва,клязьминскаяул.,д.7,кор.2,1ком., пл. 37.6, кв. 331</p>","4.365.900, 2017, 1",1
55.725214,37.578496,"<div>2018-02-21: 9327000 | 14270310</div><p>г.москва,комсомольскийпр-т,д.30,2ком., пл. 43.2, кв. 84</p>","14.270.310, 2018, 1",2
55.846573,37.482376,"<div>2020-02-26: 5989000 | Аукцион</div><p>г.москва,конаковскийпр.,д.6,кор.1,1ком., пл. 32.5, кв. 12</p>","Аукцион, 2020, 1",1
55.889013,37.60337,"<div>2019-03-27: 5959000 | 6733670</div><p>г.москва,конёнковаул.,д.5,1ком., пл. 39.1, кв. 138</p>","6.733.670, 2019, 1",1
55.896236,37.633976,"<div>2019-09-25: 6954000 | 7023540</div><p>г.москва,корнейчукаул.,д.37,2ком., пл. 52.2, кв. 70</p>","7.023.540, 2019, 1",2
55.89348,37.624867,"<div>2018-02-21: 4411000 | 5116760</div><div>2017-11-08: 5193000 | Не продано</div><div>2017-09-13: 5193000 | Не продано</div><p>г.москва,корнейчукаул.,д.58а,2ком., пл. 44.1, кв. 178</p>","5.116.760, 2018, 3",2
55.820531,37.661734,"<div>2017-10-11: 5576000 | 5576000</div><div>2017-07-26: 6753000 | Не продано</div><div>2017-05-31: 6753000 | Не продано</div><div>2017-04-07: 6753000 | Не продано</div><p>г.москва,космонавтовул.,д.26,2ком., пл. 37.5, кв. 22</p>","5.576.000, 2017, 4",2
55.676864,37.488404,"<div>2018-11-14: 7348000 | 7641920</div><div>2018-08-22: 7561000 | Не продано</div><div>2018-07-04: 7561000 | Не продано</div><div>2018-04-04: 7959000 | Не продано</div><div>2018-01-24: 7959000 | Не продано</div><div>2017-10-25: 8616000 | Не продано</div><div>2017-08-23: 8616000 | Не продано</div><p>г.москва,коштоянцаул.,д.33,2ком., пл. 47.3, кв. 27</p>","7.641.920, 2018, 7",2
55.807542,37.706658,"<div>2017-11-08: 4686000 | 4686000</div><div>2017-08-09: 5100000 | Не продано</div><div>2017-06-21: 5100000 | Не продано</div><p>г.москва,краснобогатырскаяул.,д.75,кор.1,1ком., пл. 35.0, кв. 359</p>","4.686.000, 2017, 3",1
55.614338,37.597118,"<div>2018-11-14: 8128000 | 8128000</div><p>г.москва,красногомаякаул.,д.8,кор.2,3ком., пл. 56.0, кв. 443</p>","8.128.000, 2018, 1",3
55.676509,37.749697,"<div>2019-06-26: 6122000 | 6366880</div><p>г.москва,краснодонскаяул.,д.27,2ком., пл. 42.7, кв. 79</p>","6.366.880, 2019, 1",2
55.725635,37.435699,"<div>2018-07-04: 4913000 | 4913000</div><p>г.москва,красныхзорьул.,д.19/2,1ком., пл. 35.4, кв. 60</p>","4.913.000, 2018, 1",1
55.845471,37.494889,"<div>2019-09-25: 5940000 | 6831000</div><p>г.москва,кронштадтскийб-р,д.23,кор.1,1ком., пл. 34.7, кв. 77</p>","6.831.000, 2019, 1",1
55.85103,37.505696,"<div>2019-05-29: 5968000 | 5968000</div><div>2019-03-27: 5968000 | Не продано</div><p>г.москва,кронштадтскийбульвар,д.43,кор.2,2ком., пл. 37.9, кв. 104</p>","5.968.000, 2019, 2",2
55.684655,37.531586,"<div>2020-01-29: 7713000 | 8252910</div><p>г.москва,крупскойул.,д.6,кор.2,1ком., пл. 34.8, кв. 109</p>","8.252.910, 2020, 1",1
55.730304,37.422916,"<div>2017-07-12: 5612000 | Не продано</div><p>г.москва,кунцевскаяул.,д.1,1ком., пл. 37.6, кв. 57</p>","Не продано, 2017, 1",1
55.730304,37.422916,"<div>2017-08-30: 5612000 | 5668120</div><p>г.москва,кунцевскаяул.,д.1/5,1ком., пл. 37.6, кв. 57</p>","5.668.120, 2017, 1",1
55.734466,37.485538,"<div>2017-11-29: 2429000 | Не продано</div><p>г.москва,куринагерасимаул.,д.4,кор.3,3ком., пл. 55.3, кв. 5,1/2доля</p>","Не продано, 2017, 1",3
55.617429,37.756739,"<div>2017-11-29: 4266000 | 4607280</div><p>г.москва,кустанайскаяул.,д.7,кор.3,1ком., пл. 39.0, кв. 451</p>","4.607.280, 2017, 1",1
55.787189,37.511365,"<div>2019-11-27: 12145000 | Не продано</div><p>г.москва,куусиненаул.,д.19,кор.107,2ком., пл. 56.1, кв. 31</p>","Не продано, 2019, 1",2
55.787189,37.511365,"<div>2020-02-26: 10055000 | Аукцион</div><p>г.москва,куусиненаул.,д.19,кор.32ком., пл. 56.1, кв. 31</p>","Аукцион, 2020, 1",2
55.68361,37.72714,"<div>2018-11-14: 6610000 | 6610000</div><p>г.москва,кухмистероваул.,д.16,3ком., пл. 51.1, кв. 14</p>","6.610.000, 2018, 1",3
55.851505,37.504259,"<div>2017-09-20: 3985000 | 4104550</div><div>2017-07-12: 4382000 | Не продано</div><div>2017-05-17: 4382000 | Не продано</div><div>2017-02-17: 4478000 | Не продано</div><p>г.москва,лавочкинаул.,д.6,кор.2,1ком., пл. 32.6, кв. 216</p>","4.104.550, 2017, 4",1
55.586456,37.671328,"<div>2018-07-25: 4285000 | 4285000</div><p>г.москва,лебедянскаяул.,д.12,кор.1,1ком., пл. 39.2, кв. 383</p>","4.285.000, 2018, 1",1
55.585601,37.683805,"<div>2019-01-23: 1745000 | Не продано</div><p>г.москва,лебедянскаяул.,д.22,кор.1,3ком., пл. 73.2, кв. 514,комната№2жилойплощадью13,1</p>","Не продано, 2019, 1",3
55.585601,37.683805,"<div>2019-08-28: 1744000 | 1744000</div><p>г.москва,лебедянскаяул.,д.22,кор.1,3ком., пл. 73.2, кв. 514,комната№3жилойплощадью13,1</p>","1.744.000, 2019, 1",3
55.804951,37.512344,"<div>2020-01-29: 12941000 | 13458640</div><p>г.москва,ленинградскийпросп.,д.75,кор.1,2ком., пл. 60.0, кв. 30</p>","13.458.640, 2020, 1",2
55.80652,37.513844,"<div>2018-12-26: 7206000 | 7206000</div><div>2018-09-26: 7206000 | Не продано</div><p>г.москва,ленинградскийпросп.,д.78,кор.3,2ком., пл. 35.5, кв. 26</p>","7.206.000, 2018, 2",2
55.817092,37.50036,"<div>2019-04-24: 10668000 | 10668000</div><div>2019-01-23: 12779000 | Не продано</div><p>г.москва,ленинградскоеш.,д.8,кор.2,2ком., пл. 50.2, кв. 95</p>","10.668.000, 2019, 2",2
55.816642,37.498617,"<div>2017-05-17: 6359000 | 7185670</div><div>2017-01-21: 7341000 | Не продано</div><p>г.москва,ленинградскоеш.,д.9,кор.1,2ком., пл. 44.0, кв. 166</p>","7.185.670, 2017, 2",2
55.858438,37.473366,"<div>2017-04-07: 6358000 | 6358000</div><p>г.москва,ленинградскоеш.,д.98,кор.5,2ком., пл. 42.8, кв. 387</p>","6.358.000, 2017, 1",2
55.667213,37.513008,"<div>2017-07-12: 3943000 | 5165330</div><p>г.москва,ленинскийпр-т,д.110,кор.1,1ком., пл. 28.1, кв. 98</p>","5.165.330, 2017, 1",1
55.706168,37.578801,"<div>2018-07-25: 9731000 | 9731000</div><p>г.москва,ленинскийпр-т,д.41/2,2ком., пл. 48.5, кв. 418</p>","9.731.000, 2018, 1",2
55.897483,37.602795,"<div>2018-02-21: 5918000 | 6805700</div><div>2017-11-08: 6950000 | Не продано</div><div>2017-09-20: 6950000 | Не продано</div><div>2017-07-12: 7263000 | Не продано</div><div>2017-05-17: 7263000 | Не продано</div><p>г.москва,лесковаул.,д.12,2ком., пл. 52.2, кв. 42</p>","6.805.700, 2018, 5",2
55.893748,37.618282,"<div>2017-05-17: 4780000 | 5019000</div><div>2017-02-17: 4966000 | Не продано</div><p>г.москва,лесковаул.,д.21,1ком., пл. 39.0, кв. 66</p>","5.019.000, 2017, 2",1
55.784228,37.595941,"<div>2017-10-25: 6491000 | 7919020</div><p>г.москва,леснаяул.,д.63/43,стр.2,1ком., пл. 34.8, кв. 230</p>","7.919.020, 2017, 1",1
55.784228,37.595941,"<div>2017-08-09: 8529000 | Не продано</div><div>2017-06-21: 8529000 | Не продано</div><p>г.москва,леснаяул.,д.63/43,стр.2,1ком., пл. 35.3, кв. 230</p>","Не продано, 2017, 2",1
55.583306,37.679053,"<div>2020-01-29: 4972000 | 5220600</div><p>г.москва,липецкаяул.,д.40,1ком., пл. 37.8, кв. 437</p>","5.220.600, 2020, 1",1
55.678433,37.737902,"<div>2017-05-17: 1588000 | 1588000</div><div>2017-02-17: 1881000 | Не продано</div><p>г.москва,люблинскаяул.,д.52,стр.1,2ком., пл. 45.8, кв. 78,1/2доля</p>","1.588.000, 2017, 2",2
55.713699,37.621839,"<div>2018-08-22: 9583000 | 9583000</div><p>г.москва,люсиновскаяул.,д.72,2ком., пл. 49.9, кв. 40</p>","9.583.000, 2018, 1",2
55.863874,37.675011,"<div>2019-04-24: 5794000 | 5794000</div><p>г.москва,лётчикабабушкинаул.,д.16,кор.1,1ком., пл. 31.6, кв. 25</p>","5.794.000, 2019, 1",1
55.829492,37.667887,"<div>2019-09-25: 4757000 | 6374380</div><p>г.москва,малахитоваяул.,д.21,1ком., пл. 32.1, кв. 35</p>","6.374.380, 2019, 1",1
55.741764,37.590883,"<div>2019-12-30: 16297000 | 19719370</div><p>г.москва,малыйлевшинскийпер.,д.6-8,2ком., пл. 57.4, кв. 13</p>","19.719.370, 2019, 1",2
55.702729,37.742178,"<div>2018-06-20: 4685000 | 5387750</div><div>2018-01-24: 5165000 | Не продано</div><div>2017-10-25: 6708000 | Не продано</div><div>2017-08-23: 6708000 | Не продано</div><p>г.москва,малышеваул.,д.3,2ком., пл. 41.9, кв. 32</p>","5.387.750, 2018, 4",2
55.701942,37.742726,"<div>2017-06-21: 3132000 | 4134240</div><p>г.москва,малышеваул.,д.3,кор.2,1ком., пл. 28.3, кв. 42</p>","4.134.240, 2017, 1",1
55.624916,37.701736,"<div>2018-12-26: 5777000 | 6181390</div><p>г.москва,маршалазахароваул.,д.8,кор.3,1ком., пл. 38.4, кв. 309</p>","6.181.390, 2018, 1",1
55.795459,37.484622,"<div>2019-03-27: 9038000 | 11116740</div><p>г.москва,маршалаконеваул.,д.16,2ком., пл. 47.0, кв. 25</p>","11.116.740, 2019, 1",2
55.687863,37.862246,"<div>2019-01-23: 7299000 | 7955910</div><p>г.москва,маршалаполубояроваул.,д.4,кор.2,2ком., пл. 54.3, кв. 257</p>","7.955.910, 2019, 1",2
55.687756,37.863603,"<div>2018-08-22: 5141000 | 5141000</div><div>2018-07-04: 5141000 | Не продано</div><p>г.москва,маршалаполубояроваул.,д.8,1ком., пл. 38.8, кв. 21</p>","5.141.000, 2018, 2",1
55.744515,37.39179,"<div>2018-01-24: 4299000 | 4299000</div><div>2017-10-25: 4812000 | Не продано</div><div>2017-08-23: 4812000 | Не продано</div><div>2017-06-07: 5304000 | Не продано</div><div>2017-04-20: 5304000 | Не продано</div><p>г.москва,маршалатимошенкоул.,д.7,1ком., пл. 32.4, кв. 36</p>","4.299.000, 2018, 5",1
